utc_time,lat_deg,lon_deg,alt_m,ecef_x_m,ecef_y_m,ecef_z_m,vel_e_ms,vel_n_ms,vel_u_ms,speed_ms,clock_bias_m,n_sats,systems,gdop
2026-03-22T06:44:31.416Z,32.16884550,34.81326869,35.414,4436893.499,3085245.402,3376313.642,0.518,-0.384,2.381,2.467,-50.885,26,GECR,1.38
2026-03-22T06:44:32.416Z,32.16881326,34.81329458,37.297,4436894.976,3085249.404,3376311.617,-0.206,0.168,0.797,0.840,-45.387,24,GECR,1.51
2026-03-22T06:44:33.416Z,32.16881328,34.81328964,37.848,4436895.624,3085249.287,3376311.913,-0.080,0.069,0.023,0.109,-40.074,27,GECR,1.35
2026-03-22T06:44:34.416Z,32.16881334,34.81332989,42.026,4436896.357,3085254.421,3376314.143,0.039,-0.132,-0.023,0.139,-30.392,27,GECR,1.36
2026-03-22T06:44:35.416Z,32.16883211,34.81330111,44.160,4436898.480,3085252.591,3376317.042,0.040,0.107,-0.288,0.310,-26.520,29,GECR,1.26
2026-03-22T06:44:36.416Z,32.16882451,34.81329160,35.776,4436893.534,3085248.059,3376311.864,-0.061,-0.088,0.170,0.201,-29.619,29,GECR,1.26
2026-03-22T06:44:37.416Z,32.16881671,34.81331918,44.982,4436898.825,3085254.907,3376316.033,-0.013,0.025,0.113,0.116,-16.465,29,GECR,1.26
2026-03-22T06:44:38.416Z,32.16881224,34.81330643,43.864,4436898.951,3085253.530,3376315.018,0.072,-0.192,-0.309,0.370,-16.491,30,GECR,1.25
2026-03-22T06:44:39.416Z,32.16879294,34.81330900,36.660,4436894.742,3085250.898,3376309.371,-0.098,0.097,0.458,0.478,-16.855,29,GECR,1.26
2026-03-22T06:44:40.416Z,32.16880183,34.81330984,37.256,4436894.680,3085250.952,3376310.523,-0.032,0.136,0.077,0.160,-8.829,28,GECR,1.32
2026-03-22T06:44:41.416Z,32.16881218,34.81330073,31.508,4436890.675,3085247.119,3376308.434,0.041,-0.112,-0.053,0.131,-9.791,29,GECR,1.30
2026-03-22T06:44:42.416Z,32.16879615,34.81328865,36.057,4436895.264,3085248.922,3376309.351,-0.143,0.302,0.348,0.482,-2.328,27,GECR,1.41
2026-03-22T06:44:43.416Z,32.16881007,34.81328587,34.958,4436893.975,3085247.707,3376310.073,0.057,-0.290,-0.219,0.368,0.835,30,GECR,1.25
2026-03-22T06:44:44.416Z,32.16879624,34.81328993,42.550,4436899.703,3085252.156,3376312.817,0.051,-0.073,-0.181,0.202,8.030,30,GECR,1.25
2026-03-22T06:44:45.416Z,32.16879496,34.81329717,32.336,4436892.276,3085247.824,3376307.259,-0.148,0.047,0.780,0.795,3.159,29,GECR,1.26
2026-03-22T06:44:46.416Z,32.16879995,34.81332036,39.618,4436895.846,3085252.971,3376311.605,0.219,-0.065,-0.968,0.994,13.472,29,GECR,1.31
2026-03-22T06:44:47.416Z,32.16878961,34.81329725,34.831,4436894.265,3085249.216,3376308.085,0.047,-0.148,-0.197,0.251,10.246,29,GECR,1.26
2026-03-22T06:44:48.416Z,32.16880570,34.81329391,36.246,4436894.648,3085249.099,3376310.349,-0.066,0.327,0.240,0.411,16.286,29,GECR,1.27
2026-03-22T06:44:49.416Z,32.16880287,34.81328361,40.837,4436898.531,3085250.616,3376312.528,0.088,-0.163,-0.135,0.229,21.430,30,GECR,1.25
2026-03-22T06:44:50.416Z,32.16882074,34.81326760,33.937,4436893.731,3085245.438,3376310.531,-0.118,0.213,0.475,0.534,18.842,29,GECR,1.26
2026-03-22T06:44:51.416Z,32.16883362,34.81329066,35.236,4436892.768,3085247.418,3376312.431,0.039,-0.162,0.009,0.167,25.645,28,GECR,1.27
2026-03-22T06:44:52.416Z,32.16880366,34.81330726,39.119,4436896.025,3085251.590,3376311.686,0.155,-0.518,-0.655,0.849,32.944,30,GECR,1.25
2026-03-22T06:44:53.416Z,32.16881498,34.81327406,33.381,4436893.276,3085245.865,3376309.694,0.090,0.152,-0.743,0.764,30.904,30,GECR,1.25
2026-03-22T06:44:54.416Z,32.16881079,34.81327193,29.760,4436891.078,3085244.091,3376307.373,-0.109,0.042,0.491,0.505,31.691,30,GECR,1.25
2026-03-22T06:44:55.416Z,32.16878984,34.81328155,36.868,4436896.515,3085248.977,3376309.191,0.126,-0.058,-0.663,0.677,38.371,29,GECR,1.31
2026-03-22T06:44:56.416Z,32.16882879,34.81328428,36.272,4436894.066,3085247.588,3376312.530,0.206,0.257,0.891,0.950,41.179,30,GECR,1.25
2026-03-22T06:44:57.416Z,32.16880278,34.81327520,31.636,4436892.593,3085245.520,3376307.620,0.114,-0.249,-0.346,0.441,41.115,28,GECR,1.32
2026-03-22T06:44:58.416Z,32.16883279,34.81326873,28.493,4436889.303,3085242.490,3376308.764,0.025,-0.141,0.010,0.143,40.164,29,GECR,1.26
2026-03-22T06:44:59.416Z,32.16883567,34.81326819,27.830,4436888.732,3085242.030,3376308.682,-0.038,0.163,0.147,0.222,43.072,29,GECR,1.31
2026-03-22T06:45:00.416Z,32.16881539,34.81327744,41.053,4436898.406,3085249.820,3376313.817,0.023,-0.021,-0.106,0.110,56.693,28,GECR,1.32
2026-03-22T06:45:01.416Z,32.16881604,34.81326414,30.870,4436892.014,3085243.847,3376308.457,-0.108,0.260,0.355,0.453,47.914,30,GECR,1.17
2026-03-22T06:45:02.416Z,32.16881431,34.81328759,37.431,4436895.395,3085248.892,3376311.788,0.059,-0.139,-0.164,0.223,52.453,29,GECR,1.20
2026-03-22T06:45:03.416Z,32.16881551,34.81329380,39.430,4436896.391,3085250.298,3376312.965,-0.030,0.012,0.145,0.149,58.220,30,GECR,1.19
2026-03-22T06:45:04.416Z,32.16882323,34.81330216,39.137,4436895.363,3085250.545,3376313.534,-0.008,0.000,0.175,0.175,55.932,31,GECR,1.17
2026-03-22T06:45:05.416Z,32.16882905,34.81327209,33.810,4436892.999,3085245.445,3376311.243,-0.006,0.079,-0.108,0.133,51.389,31,GECR,1.17
2026-03-22T06:45:06.416Z,32.16880982,34.81328585,42.931,4436899.529,3085251.566,3376314.295,-0.031,-0.121,0.067,0.142,55.484,31,GECR,1.17
2026-03-22T06:45:07.416Z,32.16881249,34.81327914,47.348,4436902.831,3085253.092,3376316.897,0.026,-0.030,-0.103,0.110,62.874,30,GECR,1.19
2026-03-22T06:45:08.416Z,32.16882802,34.81327908,39.527,4436896.645,3085248.784,3376314.191,-0.002,-0.066,-0.023,0.069,50.848,30,GECR,1.19
2026-03-22T06:45:09.416Z,32.16883037,34.81327938,35.893,4436893.990,3085246.972,3376312.477,-0.035,0.089,0.232,0.251,43.368,30,GECR,1.19
2026-03-22T06:45:10.416Z,32.16882613,34.81327575,36.489,4436894.805,3085247.122,3376312.396,-0.483,0.523,-0.395,0.814,41.515,28,GECR,1.32
2026-03-22T06:45:11.416Z,32.16880950,34.81327582,37.364,4436896.215,3085248.110,3376311.301,-0.004,-0.016,0.117,0.118,41.243,30,GECR,1.19
2026-03-22T06:45:12.416Z,32.16882633,34.81329076,30.316,4436889.697,3085245.294,3376309.128,0.105,-0.035,-0.369,0.386,38.036,31,GECR,1.18
2026-03-22T06:45:13.416Z,32.16879031,34.81329043,42.897,4436900.204,3085252.562,3376312.445,0.008,-0.127,-0.093,0.158,44.058,29,GECR,1.20
2026-03-22T06:45:14.416Z,32.16881217,34.81329836,36.522,4436894.287,3085249.359,3376311.103,-0.018,-0.012,0.057,0.061,36.878,29,GECR,1.31
2026-03-22T06:45:15.416Z,32.16879679,34.81328788,33.625,4436893.583,3085247.666,3376308.117,-0.024,0.029,0.301,0.303,30.196,28,GECR,1.28
2026-03-22T06:45:16.416Z,32.16880693,34.81329979,34.318,4436892.932,3085248.581,3376309.438,0.012,-0.015,-0.087,0.089,28.708,29,GECR,1.22
2026-03-22T06:45:17.416Z,32.16881783,34.81330845,36.111,4436893.183,3085249.751,3376311.416,-0.002,-0.078,-0.040,0.088,27.454,29,GECR,1.26
2026-03-22T06:45:18.416Z,32.16880306,34.81329199,31.235,4436891.397,3085246.618,3376307.433,-0.029,0.040,0.031,0.058,18.916,30,GECR,1.17
2026-03-22T06:45:19.416Z,32.16879822,34.81330136,39.264,4436896.707,3085251.387,3376311.254,0.116,-0.146,-0.607,0.636,27.661,32,GECR,1.10
2026-03-22T06:45:20.416Z,32.16880988,34.81328143,39.520,4436897.393,3085249.574,3376312.484,-0.002,-0.065,0.051,0.083,25.330,31,GECR,1.12
2026-03-22T06:45:21.416Z,32.16878110,34.81330765,49.070,4436904.014,3085257.189,3376314.868,-0.467,-0.015,0.120,0.483,30.233,29,GECR,1.30
2026-03-22T06:45:22.416Z,32.16881943,34.81328006,43.403,4436899.703,3085251.023,3376315.448,-0.770,-0.026,-0.416,0.875,19.558,31,GECR,1.14
2026-03-22T06:45:23.416Z,32.16881193,34.81327489,44.577,4436901.160,3085251.442,3376315.369,-1.069,0.104,-0.003,1.074,20.927,31,GECR,1.18
2026-03-22T06:45:24.416Z,32.16879430,34.81327166,40.061,4436899.051,3085249.604,3376311.310,-1.010,-0.170,-0.287,1.064,14.323,33,GECR,1.09
2026-03-22T06:45:25.416Z,32.16880506,34.81326423,51.395,4436906.806,3085254.143,3376318.355,-0.814,-0.126,0.068,0.826,16.520,32,GECR,1.12
2026-03-22T06:45:26.416Z,32.16880303,34.81322148,42.762,4436903.206,3085246.730,3376313.567,-0.945,-0.129,-0.512,1.083,5.293,31,GECR,1.17
2026-03-22T06:45:27.416Z,32.16881608,34.81322464,42.002,4436901.875,3085246.167,3376314.387,-0.427,0.029,0.162,0.458,3.577,29,GECR,1.33
2026-03-22T06:45:28.416Z,32.16881360,34.81325520,50.864,4436906.509,3085252.900,3376318.873,-0.104,0.248,0.208,0.340,8.035,30,GECR,1.29
2026-03-22T06:45:29.416Z,32.16882361,34.81322397,43.187,4436902.370,3085246.434,3376315.725,0.485,-0.415,-0.054,0.640,-3.180,31,GECR,1.24
2026-03-22T06:45:30.416Z,32.16880718,34.81318969,37.583,4436901.118,3085241.624,3376311.200,0.576,-1.315,-0.352,1.478,-11.494,32,GECR,1.11
2026-03-22T06:45:31.416Z,32.16873828,34.81320801,45.254,4436908.802,3085249.072,3376308.816,0.398,-1.742,-0.413,1.834,-9.485,31,GECR,1.12
2026-03-22T06:45:32.416Z,32.16877500,34.81322790,48.123,4436907.945,3085250.761,3376313.791,-0.273,-1.298,-0.112,1.332,-10.533,33,GECR,1.12
2026-03-22T06:45:33.416Z,32.16878173,34.81323509,49.855,4436908.436,3085251.929,3376315.345,-0.385,-0.686,0.077,0.790,-10.357,31,GECR,1.15
2026-03-22T06:45:34.416Z,32.16879417,34.81323003,41.957,4436902.616,3085247.301,3376312.307,-0.161,-0.128,0.144,0.252,-17.087,29,GECR,1.23
2026-03-22T06:45:35.416Z,32.16878453,34.81325984,47.001,4436904.984,3085252.372,3376314.087,0.063,-0.027,-0.093,0.116,-17.257,30,GECR,1.19
2026-03-22T06:45:36.416Z,32.16878654,34.81320470,41.028,4436903.704,3085245.147,3376311.096,-0.030,0.511,-0.025,0.512,-28.311,30,GECR,1.23
2026-03-22T06:45:37.416Z,32.16877600,34.81319698,38.335,4436902.759,3085243.604,3376308.673,-0.210,0.899,0.069,0.926,-33.526,31,GECR,1.16
2026-03-22T06:45:38.416Z,32.16875917,34.81321551,42.104,4436905.197,3085247.428,3376309.100,0.162,0.850,-0.263,0.905,-37.417,33,GECR,1.12
2026-03-22T06:45:39.416Z,32.16877242,34.81321519,35.671,4436900.100,3085243.847,3376306.919,0.222,0.990,0.132,1.023,-46.201,29,GECR,1.19
2026-03-22T06:45:40.416Z,32.16875943,34.81321700,38.089,4436902.313,3085245.594,3376306.986,0.280,0.492,-0.011,0.566,-46.584,32,GECR,1.17
2026-03-22T06:45:41.416Z,32.16878442,34.81321755,32.149,4436896.944,3085241.923,3376306.170,-0.260,0.021,0.761,0.805,-56.591,29,GECR,1.25
2026-03-22T06:45:42.416Z,32.16873971,34.81321967,34.425,4436900.579,3085244.694,3376303.185,-1.143,-0.146,0.147,1.162,-56.125,32,GECR,1.18
2026-03-22T06:45:43.416Z,32.16877211,34.81319720,39.316,4436903.618,3085244.225,3376308.831,-1.689,-0.088,-0.063,1.693,-54.709,32,GECR,1.16
2026-03-22T06:45:44.416Z,32.16880536,34.81317889,35.431,4436900.292,3085239.810,3376309.883,-2.298,0.119,0.247,2.314,-62.504,34,GECR,1.09
2026-03-22T06:45:45.416Z,32.16880000,34.81316113,31.373,4436898.688,3085236.654,3376307.219,-2.556,-0.057,-0.131,2.560,-65.068,31,GECR,1.15
2026-03-22T06:45:46.416Z,32.16877938,34.81316472,29.906,4436898.474,3085236.918,3376304.503,-3.074,0.171,0.114,3.081,-69.423,32,GECR,1.15
2026-03-22T06:45:47.416Z,32.16875540,34.81305826,39.906,4436912.319,3085234.314,3376307.576,-2.958,-0.056,-0.515,3.003,-63.276,31,GECR,1.21
2026-03-22T06:45:48.416Z,32.16879695,34.81305097,23.923,4436899.590,3085224.626,3376302.966,-3.368,0.334,0.175,3.389,-81.462,27,GECR,1.39
2026-03-22T06:45:49.416Z,32.16880023,34.81301697,26.355,4436902.952,3085223.057,3376304.569,-3.462,0.333,-0.252,3.487,-78.068,29,GECR,1.29
2026-03-22T06:45:50.416Z,32.16875817,34.81295682,37.503,4436915.977,3085225.204,3376306.557,-3.824,0.305,-0.172,3.840,-75.826,32,GECR,1.17
2026-03-22T06:45:51.416Z,32.16877638,34.81292509,33.547,4436914.054,3085220.222,3376306.160,-4.315,0.303,0.394,4.344,-77.924,28,GECR,1.34
2026-03-22T06:45:52.416Z,32.16880020,34.81290856,32.818,4436913.283,3085217.787,3376308.007,-4.339,0.308,-0.318,4.361,-83.381,30,GECR,1.26
2026-03-22T06:45:53.416Z,32.16879835,34.81282571,29.519,4436915.541,3085209.839,3376306.077,-4.591,0.420,-0.369,4.625,-85.615,31,GECR,1.16
2026-03-22T06:45:54.416Z,32.16880433,34.81278226,30.424,4436918.220,3085206.710,3376307.120,-4.929,0.582,-0.124,4.964,-85.964,34,GECR,1.09
2026-03-22T06:45:55.416Z,32.16882379,34.81274049,30.332,4436919.462,3085202.775,3376308.898,-5.176,0.375,-0.312,5.199,-88.179,33,GECR,1.11
2026-03-22T06:45:56.416Z,32.16880517,34.81269399,31.247,4436923.504,3085200.244,3376307.638,-5.414,0.318,-0.342,5.434,-91.454,33,GECR,1.11
2026-03-22T06:45:57.416Z,32.16881001,34.81262445,30.599,4436926.563,3085194.383,3376307.747,-5.600,0.316,-0.259,5.615,-94.044,34,GECR,1.09
2026-03-22T06:45:58.416Z,32.16882324,34.81257835,27.374,4436926.163,3085188.808,3376307.272,-5.755,0.318,-0.150,5.766,-95.808,32,GECR,1.15
2026-03-22T06:45:59.416Z,32.16881967,34.81252480,29.040,4436930.378,3085185.587,3376307.823,-5.817,0.224,-0.387,5.834,-99.499,34,GECR,1.08
2026-03-22T06:46:00.416Z,32.16881550,34.81243547,28.378,4436934.930,3085178.490,3376307.080,-5.884,0.342,-0.330,5.903,-99.755,31,GECR,1.15
2026-03-22T06:46:01.416Z,32.16883767,34.81235933,32.982,4436941.155,3085174.071,3376311.612,-5.902,0.527,-0.308,5.933,-97.354,34,GECR,1.05
2026-03-22T06:46:02.416Z,32.16881169,34.81233249,27.253,4436939.878,3085170.100,3376306.123,-5.794,0.157,-0.972,5.877,-102.048,30,GECR,1.29
2026-03-22T06:46:03.416Z,32.16884542,34.81225284,31.363,4436945.388,3085164.781,3376311.477,-5.880,0.149,-0.352,5.893,-102.499,34,GECR,1.05
2026-03-22T06:46:04.416Z,32.16884048,34.81217060,29.530,4436948.781,3085157.694,3376310.038,-6.177,0.394,-0.143,6.191,-104.494,31,GECR,1.16
2026-03-22T06:46:05.416Z,32.16882979,34.81212089,32.276,4436953.885,3085155.531,3376310.496,-5.783,0.069,-0.612,5.815,-100.571,32,GECR,1.14
2026-03-22T06:46:06.416Z,32.16887226,34.81206099,28.042,4436952.109,3085147.415,3376312.228,-5.407,-0.182,-1.092,5.519,-109.187,25,GECR,1.33
2026-03-22T06:46:07.416Z,32.16883070,34.81200603,26.811,4436956.228,3085143.965,3376307.672,-4.779,0.288,-0.330,4.799,-107.057,30,GECR,1.23
2026-03-22T06:46:08.416Z,32.16883418,34.81195711,28.055,4436959.557,3085140.661,3376308.661,-3.942,0.349,-0.200,3.962,-105.213,32,GECR,1.13
2026-03-22T06:46:09.416Z,32.16881665,34.81189092,27.491,4436963.580,3085135.853,3376306.715,-4.053,0.278,-0.088,4.063,-108.859,31,GECR,1.16
2026-03-22T06:46:10.416Z,32.16882746,34.81188754,34.557,4436968.148,3085138.641,3376311.492,-4.661,0.232,0.147,4.669,-103.043,32,GECR,1.15
2026-03-22T06:46:11.416Z,32.16882884,34.81181332,28.722,4436968.023,3085130.028,3376308.515,-5.171,-0.454,-0.430,5.209,-106.911,33,GECR,1.11
2026-03-22T06:46:12.416Z,32.16883672,34.81176743,32.423,4436972.684,3085127.997,3376311.225,-5.172,-0.667,-0.579,5.247,-103.787,33,GECR,1.11
2026-03-22T06:46:13.416Z,32.16881876,34.81170738,33.447,4436977.499,3085124.446,3376310.085,-5.560,-1.206,-0.087,5.690,-102.542,35,GECR,1.05
2026-03-22T06:46:14.416Z,32.16879841,34.81165753,33.212,4436981.006,3085121.159,3376308.049,-5.395,-1.059,-0.099,5.499,-102.997,35,GECR,1.06
2026-03-22T06:46:15.416Z,32.16877725,34.81158089,31.931,4436985.269,3085115.318,3376305.381,-6.043,-1.460,0.294,6.224,-104.197,32,GECR,1.18
2026-03-22T06:46:16.416Z,32.16873866,34.81153406,34.708,4436991.591,3085114.334,3376303.237,-5.994,-1.741,-1.206,6.357,-99.197,31,GECR,1.22
2026-03-22T06:46:17.416Z,32.16875957,34.81143228,44.879,4437003.127,3085110.662,3376310.615,-6.416,-1.356,-0.707,6.595,-89.975,30,GECR,1.24
2026-03-22T06:46:18.416Z,32.16874685,34.81135394,29.151,4436997.031,3085097.424,3376301.047,-6.531,-1.294,-0.349,6.667,-103.409,32,GECR,1.15
2026-03-22T06:46:19.416Z,32.16875294,34.81127963,33.394,4437003.686,3085093.514,3376303.878,-6.516,-1.365,-0.763,6.701,-98.061,32,GECR,1.17
2026-03-22T06:46:20.416Z,32.16874259,34.81122576,29.622,4437004.466,3085087.869,3376300.898,-6.686,-1.180,-0.610,6.817,-101.112,33,GECR,1.09
2026-03-22T06:46:21.416Z,32.16874637,34.81115740,27.702,4437006.630,3085081.519,3376300.231,-6.874,-0.664,-0.128,6.907,-100.359,30,GECR,1.23
2026-03-22T06:46:22.416Z,32.16874146,34.81109417,26.498,4437009.435,3085076.207,3376299.128,-6.831,-0.264,-0.303,6.843,-100.443,28,GECR,1.34
2026-03-22T06:46:23.416Z,32.16872161,34.81101677,25.132,4437013.616,3085070.223,3376296.538,-6.879,0.069,-0.079,6.880,-101.038,31,GECR,1.23
2026-03-22T06:46:24.416Z,32.16873715,34.81095748,26.305,4437016.870,3085065.674,3376298.622,-6.711,0.375,-0.105,6.722,-101.992,30,GECR,1.25
2026-03-22T06:46:25.416Z,32.16872704,34.81085518,20.339,4437018.722,3085055.210,3376294.496,-6.614,0.772,0.109,6.660,-108.141,31,GECR,1.16
2026-03-22T06:46:26.416Z,32.16875271,34.81077303,19.689,4437021.449,3085047.668,3376296.560,-6.645,1.116,-0.347,6.747,-102.513,29,GECR,1.18
2026-03-22T06:46:27.416Z,32.16871911,34.81075300,22.033,4437025.786,3085048.383,3376294.654,-5.737,0.610,-0.696,5.812,-97.300,32,GECR,1.14
2026-03-22T06:46:28.416Z,32.16871059,34.81067196,29.090,4437035.467,3085045.804,3376297.611,-6.127,1.628,0.558,6.364,-92.643,32,GECR,1.13
2026-03-22T06:46:29.416Z,32.16871150,34.81059793,32.287,4437041.631,3085041.585,3376299.398,-4.572,0.622,-0.100,4.615,-88.459,35,GECR,1.03
2026-03-22T06:46:30.416Z,32.16876405,34.81056384,27.152,4437037.350,3085034.692,3376301.598,-2.741,0.111,-0.611,2.810,-94.081,33,GECR,1.09
2026-03-22T06:46:31.416Z,32.16876373,34.81054422,24.939,4437036.884,3085032.115,3376300.390,-2.019,-0.554,-0.328,2.120,-92.281,33,GECR,1.09
2026-03-22T06:46:32.416Z,32.16870857,34.81051967,34.884,4437047.791,3085036.878,3376300.506,-2.519,-1.542,0.254,2.964,-83.833,33,GECR,1.10
2026-03-22T06:46:33.416Z,32.16870366,34.81047179,27.173,4437045.248,3085029.609,3376295.940,-2.311,-2.909,0.326,3.730,-88.376,32,GECR,1.11
2026-03-22T06:46:34.416Z,32.16868932,34.81049642,22.028,4437041.041,3085029.514,3376291.855,-1.736,-3.771,-0.501,4.182,-90.061,30,GECR,1.23
2026-03-22T06:46:35.416Z,32.16864784,34.81045206,25.486,4437047.844,3085029.147,3376289.802,-1.768,-4.391,-0.277,4.742,-84.857,34,GECR,1.04
2026-03-22T06:46:36.416Z,32.16860520,34.81043352,31.570,4437055.137,3085032.089,3376289.039,-1.842,-4.819,-0.260,5.165,-80.564,33,GECR,1.12
2026-03-22T06:46:37.416Z,32.16856612,34.81041527,30.124,4437057.010,3085031.294,3376284.600,-1.751,-5.253,-0.212,5.541,-81.211,30,GECR,1.17
2026-03-22T06:46:38.416Z,32.16853198,34.81042165,23.870,4437053.974,3085029.916,3376278.067,-1.841,-5.467,0.070,5.769,-85.111,30,GECR,1.16
2026-03-22T06:46:39.416Z,32.16847884,34.81039224,31.157,4437063.198,3085032.952,3376276.957,-2.095,-5.599,0.105,5.979,-78.979,33,GECR,1.13
2026-03-22T06:46:40.416Z,32.16843005,34.81035665,16.636,4437057.387,3085024.823,3376264.647,-1.999,-6.017,-0.190,6.343,-87.766,31,GECR,1.13
2026-03-22T06:46:41.416Z,32.16836369,34.81033960,30.981,4437071.492,3085032.671,3376266.055,-2.113,-6.179,0.013,6.530,-78.646,31,GECR,1.12
2026-03-22T06:46:42.416Z,32.16830950,34.81030850,28.293,4437073.925,3085030.790,3376259.538,-2.243,-6.025,-0.079,6.429,-77.156,35,GECR,1.04
2026-03-22T06:46:43.416Z,32.16826307,34.81028802,19.907,4437071.450,3085026.716,3376250.715,-2.285,-5.695,-0.331,6.145,-83.467,30,GECR,1.20
2026-03-22T06:46:44.416Z,32.16820240,34.81028462,22.386,4437076.297,3085029.695,3376246.340,-2.287,-5.547,0.132,6.002,-81.357,34,GECR,1.04
2026-03-22T06:46:45.416Z,32.16814418,34.81024886,20.462,4437079.708,3085027.959,3376239.851,-2.215,-5.308,-1.554,5.958,-79.780,33,GECR,1.08
2026-03-22T06:46:46.416Z,32.16807482,34.81025671,16.419,4437079.837,3085028.951,3376231.187,-2.829,-5.556,-1.119,6.335,-78.685,29,GECR,1.24
2026-03-22T06:46:47.416Z,32.16802485,34.81016875,35.480,4437100.243,3085033.034,3376236.645,-3.358,-5.622,-0.676,6.583,-62.569,32,GECR,1.06
2026-03-22T06:46:48.416Z,32.16792139,34.81015777,38.321,4437107.824,3085037.043,3376228.446,-3.703,-5.766,-0.205,6.855,-63.208,26,GECR,1.39
2026-03-22T06:46:49.416Z,32.16792059,34.81010783,37.072,4437109.684,3085032.599,3376227.705,-3.880,-5.497,-1.249,6.843,-61.347,25,GECR,1.33
2026-03-22T06:46:50.416Z,32.16786687,34.81007483,20.218,4437102.350,3085023.709,3376213.690,-4.324,-5.509,-0.397,7.015,-74.497,28,GECR,1.18
2026-03-22T06:46:51.416Z,32.16779079,34.81004479,33.201,4437116.679,3085030.221,3376213.461,-4.676,-5.426,-0.010,7.163,-63.763,33,GECR,1.08
2026-03-22T06:46:52.416Z,32.16776452,34.80996782,28.383,4437118.748,3085022.817,3376208.429,-5.036,-5.169,0.414,7.228,-66.936,33,GECR,1.12
2026-03-22T06:46:53.416Z,32.16774706,34.80992400,23.585,4437118.619,3085017.695,3376204.236,-5.060,-5.391,-0.157,7.396,-68.214,32,GECR,1.10
2026-03-22T06:46:54.416Z,32.16767887,34.80987685,27.802,4437127.394,3085018.379,3376200.081,-5.271,-5.352,-0.229,7.516,-63.999,27,GECR,1.27
2026-03-22T06:46:55.416Z,32.16760498,34.80979764,36.344,4437141.178,3085018.862,3376197.692,-5.511,-5.422,0.017,7.731,-53.470,29,GECR,1.23
2026-03-22T06:46:56.416Z,32.16755188,34.80977038,23.627,4437136.381,3085012.396,3376185.937,-5.554,-5.385,-0.169,7.738,-64.141,32,GECR,1.09
2026-03-22T06:46:57.416Z,32.16754372,34.80971114,24.751,4437140.748,3085008.626,3376185.770,-5.465,-5.197,-0.059,7.542,-64.792,32,GECR,1.09
2026-03-22T06:46:58.416Z,32.16748454,34.80966200,31.384,4437150.872,3085010.020,3376183.746,-5.273,-5.113,-0.270,7.349,-54.404,33,GECR,1.13
2026-03-22T06:46:59.416Z,32.16744662,34.80958411,28.075,4437154.605,3085003.667,3376178.426,-5.292,-4.404,-0.231,6.889,-54.909,30,GECR,1.14
2026-03-22T06:47:00.416Z,32.16741363,34.80950268,36.797,4437166.650,3085002.687,3376179.972,-5.165,-4.491,-0.187,6.847,-41.458,29,GECR,1.15
2026-03-22T06:47:01.416Z,32.16736593,34.80946400,27.258,4437164.415,3084996.690,3376170.416,-5.159,-4.655,-0.210,6.952,-50.993,32,GECR,1.12
2026-03-22T06:47:02.416Z,32.16731121,34.80942794,31.888,4437172.227,3084997.979,3376167.744,-5.445,-5.053,-0.102,7.429,-46.252,33,GECR,1.08
2026-03-22T06:47:03.416Z,32.16724602,34.80935348,31.967,4437179.451,3084994.448,3376161.667,-5.679,-5.439,0.012,7.863,-43.687,30,GECR,1.16
