utc_time,lat_deg,lon_deg,alt_m,ecef_x_m,ecef_y_m,ecef_z_m,vel_e_ms,vel_n_ms,vel_u_ms,speed_ms,clock_bias_m,n_sats,systems,gdop
2026-03-21T15:14:51.418Z,32.16859248,34.81324744,67.344,4436929.098,3085267.716,3376306.891,0.229,1.574,-0.978,1.867,-74.413,16,GECR,2.94
2026-03-21T15:14:52.418Z,32.16863493,34.81324364,70.186,4436929.220,3085267.364,3376312.389,0.164,1.317,-0.742,1.521,-79.947,16,GECR,4.10
2026-03-21T15:14:53.418Z,32.16857485,34.81329591,43.486,4436910.762,3085260.534,3376292.534,0.010,0.901,-1.619,1.852,-101.995,15,GECR,2.41
2026-03-21T15:14:54.418Z,32.16863573,34.81322790,55.849,4436920.066,3085259.190,3376304.832,0.394,1.441,-1.344,2.009,-97.069,17,GECR,2.06
2026-03-21T15:14:55.418Z,32.16867587,34.81328709,49.669,4436910.638,3085259.434,3376305.308,0.129,1.477,-0.257,1.505,-107.010,17,GECR,3.09
2026-03-21T15:14:56.418Z,32.16865451,34.81328419,45.766,4436909.116,3085258.043,3376301.225,0.229,1.483,-0.042,1.501,-117.539,20,GECR,2.00
2026-03-21T15:14:57.418Z,32.16869399,34.81326872,49.319,4436910.505,3085257.232,3376306.823,0.168,1.304,-0.373,1.367,-116.850,22,GECR,1.53
2026-03-21T15:14:58.418Z,32.16867919,34.81326888,48.398,4436910.574,3085257.297,3376304.944,0.091,1.203,-0.041,1.207,-122.077,21,GECR,1.65
2026-03-21T15:14:59.418Z,32.16869034,34.81328260,46.369,4436907.884,3085257.004,3376304.910,-0.136,0.904,-0.747,1.181,-126.115,24,GECR,1.42
2026-03-21T15:15:00.418Z,32.16870749,34.81330966,45.705,4436905.134,3085258.200,3376306.166,-0.246,0.816,-0.826,1.187,-133.647,22,GECR,1.52
2026-03-21T15:15:01.418Z,32.16868761,34.81329683,43.832,4436905.487,3085256.971,3376303.303,0.435,0.482,-0.734,0.980,-132.280,22,GECR,1.56
2026-03-21T15:15:02.418Z,32.16877417,34.81321224,44.737,4436906.476,3085247.941,3376311.910,-0.132,0.301,0.096,0.343,-143.106,20,GECR,1.68
2026-03-21T15:15:03.418Z,32.16875892,34.81334385,39.643,4436896.588,3085256.185,3376307.767,-0.150,0.166,-0.004,0.223,-144.426,22,GECR,1.52
2026-03-21T15:15:04.418Z,32.16877257,34.81327495,39.525,4436899.554,3085250.332,3376308.985,-0.111,0.558,-0.212,0.607,-152.725,23,GECR,1.46
2026-03-21T15:15:05.418Z,32.16881260,34.81330435,47.617,4436901.654,3085255.170,3376317.051,-0.606,0.539,-0.420,0.913,-152.658,23,GECR,1.46
2026-03-21T15:15:06.418Z,32.16877077,34.81327023,43.554,4436902.695,3085251.974,3376310.961,-0.692,0.702,-0.402,1.065,-160.105,26,GECR,1.24
2026-03-21T15:15:07.418Z,32.16875620,34.81324294,44.478,4436905.513,3085250.798,3376310.085,-0.756,0.585,-0.582,1.119,-163.318,26,GECR,1.24
2026-03-21T15:15:08.418Z,32.16876249,34.81324072,49.465,4436908.794,3085252.825,3376313.331,-1.124,0.580,1.075,1.660,-161.701,23,GECR,1.39
2026-03-21T15:15:09.418Z,32.16873063,34.81318329,46.039,4436911.049,3085247.795,3376308.516,-0.942,0.179,0.086,0.963,-168.346,26,GECR,1.26
2026-03-21T15:15:10.418Z,32.16878198,34.81320771,51.847,4436911.282,3085250.763,3376316.429,-1.220,0.132,-0.110,1.232,-167.034,23,GECR,1.52
2026-03-21T15:15:11.418Z,32.16876339,34.81321094,50.779,4436911.267,3085251.123,3376314.115,-1.179,-0.077,-0.543,1.300,-174.531,27,GECR,1.33
2026-03-21T15:15:12.418Z,32.16877130,34.81319866,41.936,4436905.399,3085245.632,3376310.149,-1.426,0.241,0.413,1.504,-186.007,28,GECR,1.20
2026-03-21T15:15:13.418Z,32.16875773,34.81317969,46.188,4436910.033,3085246.675,3376311.140,-1.446,0.126,-0.392,1.503,-186.063,27,GECR,1.15
2026-03-21T15:15:14.418Z,32.16873184,34.81319680,29.659,4436898.880,3085240.885,3376299.909,-1.539,0.047,-0.230,1.557,-205.204,25,GECR,1.37
2026-03-21T15:15:15.418Z,32.16879645,34.81320162,44.172,4436905.575,3085246.095,3376313.700,-2.053,0.193,1.166,2.369,-192.240,26,GECR,1.37
2026-03-21T15:15:16.418Z,32.16875276,34.81311866,46.053,4436913.467,3085242.052,3376310.601,-1.655,0.139,0.145,1.667,-201.494,27,GECR,1.15
2026-03-21T15:15:17.418Z,32.16877940,34.81312836,43.173,4436909.651,3085240.513,3376311.568,-1.288,-0.077,-0.042,1.291,-208.806,24,GECR,1.27
2026-03-21T15:15:18.418Z,32.16876833,34.81312286,59.244,4436921.653,3085248.227,3376319.085,-0.934,0.752,0.394,1.262,-195.634,26,GECR,1.19
2026-03-21T15:15:19.418Z,32.16880234,34.81311052,47.952,4436912.822,3085240.669,3376316.266,-0.925,0.924,-0.098,1.311,-209.880,25,GECR,1.32
2026-03-21T15:15:20.418Z,32.16878354,34.81305145,57.271,4436923.390,3085241.231,3376319.463,-0.799,0.139,-0.280,0.858,-208.151,22,GECR,1.61
2026-03-21T15:15:21.418Z,32.16876830,34.81308093,40.974,4436911.215,3085236.152,3376309.356,-0.868,-0.584,-0.044,1.047,-229.291,27,GECR,1.15
2026-03-21T15:15:22.418Z,32.16878189,34.81308136,49.793,4436916.662,3085239.989,3376315.326,-1.166,-0.460,0.085,1.257,-225.230,24,GECR,1.23
2026-03-21T15:15:23.418Z,32.16879516,34.81307716,48.407,4436915.282,3085238.546,3376315.833,-1.175,0.104,-0.301,1.217,-234.433,22,GECR,1.60
2026-03-21T15:15:24.418Z,32.16880124,34.81305684,34.657,4436906.526,3085230.124,3376309.084,-1.436,0.187,-0.214,1.464,-254.247,26,GECR,1.26
2026-03-21T15:15:25.418Z,32.16878513,34.81300486,45.253,4436917.470,3085231.762,3376313.213,-1.502,0.056,-0.363,1.546,-249.595,26,GECR,1.26
2026-03-21T15:15:26.418Z,32.16875748,34.81297279,43.506,4436919.323,3085229.366,3376309.688,-1.302,0.236,-0.192,1.337,-256.064,25,GECR,1.27
2026-03-21T15:15:27.418Z,32.16877486,34.81295094,42.362,4436918.862,3085226.535,3376310.710,-1.568,0.343,0.028,1.606,-261.857,29,GECR,1.17
2026-03-21T15:15:28.418Z,32.16875403,34.81294713,43.823,4436921.092,3085227.648,3376309.533,-1.921,0.440,0.538,2.043,-266.889,28,GECR,1.13
2026-03-21T15:15:29.418Z,32.16877927,34.81292373,46.207,4436922.785,3085226.137,3376313.171,-1.997,0.116,0.150,2.006,-267.560,28,GECR,1.13
2026-03-21T15:15:30.418Z,32.16877136,34.81292699,41.930,4436920.021,3085224.590,3376310.152,-1.854,0.156,-0.474,1.920,-277.463,29,GECR,1.17
2026-03-21T15:15:31.418Z,32.16874164,34.81287662,41.238,4436923.693,3085221.356,3376306.994,-2.088,0.167,0.217,2.106,-282.536,28,GECR,1.13
2026-03-21T15:15:32.418Z,32.16876902,34.81290651,34.473,4436916.055,3085219.479,3376305.961,-1.746,0.173,-0.421,1.805,-292.418,29,GECR,1.12
2026-03-21T15:15:33.418Z,32.16878081,34.81283240,48.342,4436929.112,3085220.044,3376314.452,-1.663,0.331,-0.374,1.737,-285.099,27,GECR,1.22
2026-03-21T15:15:34.418Z,32.16883264,34.81282930,44.511,4436924.105,3085216.206,3376317.278,-1.588,0.036,-0.272,1.612,-288.727,28,GECR,1.09
2026-03-21T15:15:35.418Z,32.16879284,34.81281242,44.797,4436927.142,3085216.379,3376313.694,-1.841,0.133,-0.408,1.890,-296.669,26,GECR,1.13
2026-03-21T15:15:36.418Z,32.16881913,34.81277030,46.353,4436929.216,3085212.983,3376316.991,-1.726,0.037,-0.653,1.846,-298.548,28,GECR,1.09
2026-03-21T15:15:37.418Z,32.16880259,34.81278737,36.130,4436921.995,3085209.922,3376309.996,-1.411,0.129,-0.197,1.430,-312.900,27,GECR,1.17
2026-03-21T15:15:38.418Z,32.16882477,34.81277823,48.554,4436930.045,3085214.470,3376318.692,0.270,0.126,-0.481,0.566,-307.580,28,GECR,1.14
2026-03-21T15:15:39.418Z,32.16882748,34.81279903,41.696,4436924.028,3085212.676,3376315.295,0.882,0.384,0.723,1.203,-315.106,28,GECR,1.18
2026-03-21T15:15:40.418Z,32.16881035,34.81279433,42.220,4436925.475,3085213.143,3376313.966,1.581,-0.216,-0.153,1.603,-317.391,31,GECR,1.06
2026-03-21T15:15:41.418Z,32.16880535,34.81281884,37.629,4436921.207,3085212.990,3376311.052,2.002,-0.591,-1.254,2.435,-325.495,29,GECR,1.11
2026-03-21T15:15:42.418Z,32.16878691,34.81282704,37.029,4436921.243,3085213.957,3376309.002,1.983,-0.287,-0.095,2.006,-328.720,28,GECR,1.12
2026-03-21T15:15:43.418Z,32.16878046,34.81283974,41.978,4436924.311,3085217.550,3376311.032,2.010,-0.277,-0.029,2.029,-330.811,28,GECR,1.21
2026-03-21T15:15:44.418Z,32.16877770,34.81286778,38.288,4436920.371,3085218.031,3376308.808,1.676,-0.318,0.381,1.748,-335.423,27,GECR,1.27
2026-03-21T15:15:45.418Z,32.16884295,34.81294130,39.994,4436914.435,3085222.349,3376315.841,1.775,-0.293,0.290,1.822,-335.680,30,GECR,1.09
2026-03-21T15:15:46.418Z,32.16878738,34.81293341,36.957,4436915.442,3085222.143,3376309.008,1.874,-0.241,0.471,1.947,-344.195,27,GECR,1.13
2026-03-21T15:15:47.418Z,32.16879166,34.81295284,39.479,4436915.941,3085224.723,3376310.752,1.997,-0.320,-0.739,2.153,-346.221,30,GECR,1.09
2026-03-21T15:15:48.418Z,32.16879193,34.81294168,45.699,4436920.853,3085226.855,3376314.089,1.890,0.059,0.077,1.892,-338.827,26,GECR,1.21
2026-03-21T15:15:49.418Z,32.16878808,34.81295649,42.156,4436917.779,3085226.420,3376311.841,1.780,-0.015,0.500,1.849,-350.803,29,GECR,1.13
2026-03-21T15:15:50.418Z,32.16878562,34.81300435,42.665,4436915.675,3085230.455,3376311.881,1.622,-0.159,-0.049,1.631,-354.633,28,GECR,1.14
2026-03-21T15:15:51.418Z,32.16876709,34.81298577,42.043,4436917.141,3085229.340,3376309.811,1.736,0.208,0.770,1.911,-356.257,27,GECR,1.24
2026-03-21T15:15:52.418Z,32.16879900,34.81304349,41.261,4436911.943,3085232.356,3376312.390,1.779,-0.194,-0.547,1.871,-355.564,25,GECR,1.46
2026-03-21T15:15:53.418Z,32.16878691,34.81304557,47.473,4436916.734,3085235.927,3376314.563,1.430,0.162,0.149,1.446,-358.262,30,GECR,1.09
2026-03-21T15:15:54.418Z,32.16877861,34.81302958,41.752,4436914.021,3085232.204,3376310.737,1.153,0.723,-0.389,1.415,-365.852,27,GECR,1.14
2026-03-21T15:15:55.418Z,32.16881296,34.81309438,35.498,4436904.521,3085233.042,3376310.632,1.271,0.378,-0.271,1.354,-375.119,29,GECR,1.16
2026-03-21T15:15:56.418Z,32.16877419,34.81314418,50.426,4436914.093,3085245.419,3376314.941,1.035,0.020,-0.780,1.296,-366.537,28,GECR,1.16
2026-03-21T15:15:57.418Z,32.16877199,34.81315834,51.673,4436914.303,3085247.192,3376315.398,0.947,-0.097,0.414,1.038,-365.564,30,GECR,1.24
2026-03-21T15:15:58.418Z,32.16881281,34.81315735,40.291,4436904.468,3085240.239,3376313.170,1.315,-0.245,0.090,1.341,-379.337,29,GECR,1.23
2026-03-21T15:15:59.418Z,32.16879533,34.81316001,48.732,4436911.039,3085245.113,3376316.023,1.334,-0.394,0.901,1.658,-372.139,26,GECR,1.30
2026-03-21T15:16:00.418Z,32.16876115,34.81317580,37.522,4436904.055,3085242.071,3376306.847,1.522,-0.593,-0.938,1.884,-387.397,29,GECR,1.11
2026-03-21T15:16:01.418Z,32.16880359,34.81318976,58.201,4436915.617,3085251.715,3376321.840,1.352,-0.080,0.821,1.584,-367.890,27,GECR,1.38
2026-03-21T15:16:02.418Z,32.16878876,34.81319400,35.993,4436900.674,3085241.811,3376308.624,1.600,-0.087,0.032,1.603,-392.278,29,GECR,1.08
2026-03-21T15:16:03.418Z,32.16878700,34.81322143,43.908,4436904.783,3085247.819,3376312.672,1.554,0.191,0.742,1.733,-388.871,31,GECR,1.13
2026-03-21T15:16:04.418Z,32.16879180,34.81324768,43.943,4436903.161,3085249.708,3376313.142,1.586,-0.154,-0.754,1.763,-389.207,29,GECR,1.18
2026-03-21T15:16:05.418Z,32.16875934,34.81326694,38.651,4436900.019,3085249.735,3376307.278,1.174,0.175,-0.160,1.197,-396.082,28,GECR,1.33
2026-03-21T15:16:06.418Z,32.16878515,34.81323844,37.098,4436899.224,3085245.908,3376308.874,1.180,0.664,-0.147,1.362,-396.985,26,GECR,1.41
2026-03-21T15:16:07.418Z,32.16881370,34.81327873,39.947,4436897.650,3085249.442,3376313.070,1.152,0.677,-0.602,1.466,-398.873,31,GECR,1.13
2026-03-21T15:16:08.418Z,32.16880509,34.81327830,42.742,4436900.033,3085251.050,3376313.750,0.482,1.292,1.079,1.751,-398.863,30,GECR,1.11
2026-03-21T15:16:09.418Z,32.16882707,34.81327391,50.848,4436904.838,3085253.886,3376320.129,0.336,0.538,-0.878,1.083,-390.439,28,GECR,1.16
2026-03-21T15:16:10.418Z,32.16880772,34.81324983,55.894,4436910.579,3085255.113,3376320.999,-0.354,0.568,0.380,0.770,-389.901,27,GECR,1.30
2026-03-21T15:16:11.418Z,32.16882892,34.81328763,49.500,4436903.072,3085254.236,3376319.585,-0.920,0.390,0.702,1.221,-393.373,25,GECR,1.51
2026-03-21T15:16:12.418Z,32.16879088,34.81327518,55.650,4436909.860,3085257.525,3376319.288,-1.174,0.142,-0.551,1.305,-392.219,27,GECR,1.32
2026-03-21T15:16:13.418Z,32.16880854,34.81326717,45.209,4436902.180,3085251.264,3376315.387,-1.526,0.131,-0.774,1.716,-403.101,28,GECR,1.33
2026-03-21T15:16:14.418Z,32.16880459,34.81324932,42.653,4436901.556,3085248.780,3376313.656,-0.684,-0.734,-0.177,1.019,-407.943,28,GECR,1.22
2026-03-21T15:16:15.418Z,32.16883656,34.81326602,43.551,4436899.731,3085249.430,3376317.134,0.517,-1.033,0.060,1.157,-409.271,29,GECR,1.24
2026-03-21T15:16:16.418Z,32.16880856,34.81327351,40.243,4436898.386,3085249.355,3376312.745,1.373,-0.405,0.199,1.445,-413.801,29,GECR,1.24
2026-03-21T15:16:17.418Z,32.16882230,34.81327241,42.991,4436899.689,3085250.134,3376315.498,1.373,0.193,0.601,1.512,-413.296,30,GECR,1.24
2026-03-21T15:16:18.418Z,32.16882406,34.81328988,40.829,4436897.160,3085250.383,3376314.512,1.150,0.653,0.083,1.325,-418.249,29,GECR,1.21
2026-03-21T15:16:19.418Z,32.16883626,34.81330499,37.555,4436893.480,3085249.559,3376313.914,-0.052,0.772,-0.517,0.930,-422.843,25,GECR,1.27
2026-03-21T15:16:20.418Z,32.16881485,34.81328563,45.341,4436900.972,3085252.545,3376316.050,-0.341,0.484,0.155,0.612,-415.387,27,GECR,1.34
2026-03-21T15:16:21.418Z,32.16880657,34.81326587,45.929,4436902.846,3085251.578,3376315.586,-0.854,0.143,-0.284,0.911,-415.874,29,GECR,1.19
2026-03-21T15:16:22.418Z,32.16878759,34.81324720,45.135,4436904.219,3085250.388,3376313.381,-1.097,0.145,-0.169,1.119,-419.320,28,GECR,1.23
2026-03-21T15:16:23.418Z,32.16879356,34.81325521,43.912,4436902.649,3085250.216,3376313.290,-1.032,-0.160,-1.638,1.942,-421.831,26,GECR,1.43
2026-03-21T15:16:24.418Z,32.16879507,34.81325585,46.064,4436904.036,3085251.255,3376314.579,-0.786,-0.634,0.185,1.027,-419.477,30,GECR,1.13
2026-03-21T15:16:25.418Z,32.16879579,34.81325123,43.534,4436902.492,3085249.650,3376313.299,0.174,-1.204,-0.442,1.294,-423.264,30,GECR,1.16
2026-03-21T15:16:26.418Z,32.16882077,34.81325065,41.082,4436899.608,3085247.578,3376314.338,1.245,-0.567,-0.461,1.444,-428.605,26,GECR,1.37
2026-03-21T15:16:27.418Z,32.16881425,34.81326953,38.569,4436897.161,3085248.045,3376312.388,1.283,-0.123,0.525,1.391,-426.104,30,GECR,1.23
2026-03-21T15:16:28.418Z,32.16879968,34.81328133,45.472,4436902.030,3085252.786,3376314.696,1.318,0.020,0.229,1.338,-422.006,26,GECR,1.30
2026-03-21T15:16:29.418Z,32.16880559,34.81328401,40.148,4436897.898,3085250.222,3376312.416,0.814,0.357,-0.896,1.262,-430.579,28,GECR,1.19
2026-03-21T15:16:30.418Z,32.16883227,34.81327028,48.292,4436903.004,3085252.195,3376319.256,0.427,0.293,-1.305,1.404,-425.669,30,GECR,1.17
2026-03-21T15:16:31.418Z,32.16882243,34.81326744,48.355,4436903.678,3085252.337,3376318.366,-0.584,1.036,2.945,3.176,-427.056,27,GECR,1.20
2026-03-21T15:16:32.418Z,32.16881073,34.81325568,39.301,4436898.587,3085247.445,3376312.447,0.540,0.495,1.185,1.393,-439.850,23,GECR,1.59
2026-03-21T15:16:33.418Z,32.16880788,34.81326785,44.178,4436901.459,3085250.841,3376314.777,-0.182,0.110,0.464,0.511,-434.938,31,GECR,1.19
